closed,open,rate,sync,cur_dist,diversity,epoch,score
0.1056789249161144,0.2701678388909757,0.18769789021279332,0.2610967001910176,0.07873198124726312,0.7978924617740438,45491,1.9623624974232254
0.1379387384055961,0.28853965643350366,0.25169746392470954,0.20991416980471125,0.07109371426556249,0.7929191963270553,45492,1.9620171089658496
0.13717338241767033,0.2590690606772799,0.28976940616473407,0.16082380212324568,0.05055869072367333,0.8113337798758515,45493,1.8695519241057004
0.0823444629481655,0.27809179071252976,0.22057755971895673,0.2094239886722287,0.04487884933864332,0.8327492649965542,45494,1.877489905059307
0.09924394751807622,0.3300604260540566,0.24026876977297779,0.23061410356492326,0.04372112455092101,0.8315972360240698,45495,2.006119711049948
0.14036855566854642,0.32259352075974124,0.4340189912933815,0.1978708502844083,0.0385157721942286,0.8276142053171053,45496,2.15885274580182
0.11979013520136066,0.303781862848685,0.3673276281851412,0.1614103564923237,0.07402646835583357,0.8300949177703056,45497,2.0178417253459733
0.11164473956761298,0.3345729974621193,0.3934729039143307,0.13161764547755608,0.08404157221257193,0.8012124222080961,45498,1.9881799263198432
0.11675187563646944,0.30275620850515184,0.2632582846150132,0.14632838927920896,0.0615316404409284,0.8190670038137937,45499,1.8560217915697748
0.1524375211857878,0.2984532575060083,0.25169746392470954,0.1620339107516016,0.04595496403297304,0.8330687211922765,45500,1.9056797493449584
0.17233761786641943,0.31466525261225875,0.33245880819404905,0.16060501884995618,0.05147419881322727,0.8347232182059432,45501,2.02686913339181
0.14884718498659516,0.27493114298557475,0.24596679005644684,0.16787877687610817,0.03982702152696281,0.8287477980116276,45502,1.8740774913194234
0.2252544249263068,0.2619260799905307,0.28976940616473407,0.18755558662580932,0.040373149097061065,0.8008812844052167,45503,1.993315517835468
0.13897797030727613,0.2755075119726125,0.19853810326151253,0.14075057726071896,0.03641166882416105,0.8490571064546051,45504,1.779993515341605
0.294147308301007,0.267853902105674,0.22336696140815995,0.23190215977101222,0.03842303166383088,0.7797068218321821,45505,2.0673023448528784
0.16218051831992852,0.2738801029790364,0.4001174455027567,0.15285321197424442,0.035574870479321515,0.8194047373540475,45506,1.9968640985835795
0.20727886947726093,0.28689474451814184,0.2067460825295384,0.20097405857054754,0.04240662617762826,0.8177046264457677,45507,1.9629790662894322
0.15131293841125273,0.29945702681646874,0.2040025969691556,0.2029255000336231,0.04000076771528213,0.8103542731424003,45508,1.9109786031218057
0.23743490185202304,0.2665050504387117,0.25169746392470954,0.21750684045766014,0.04543557870769303,0.8290529501985863,45509,2.065139626037044
0.223143177638304,0.2444311461023737,0.03779188192836583,0.23993321582521196,0.07524660399659391,0.8310663983655062,45510,1.8915456396815677
0.24861822830058486,0.34125142562067906,0.12501419630424312,0.2165002105850509,0.043111987347805594,0.8278429105238936,45511,2.018839169267308
0.17682939501631437,0.3125620679785493,0.1454752654960951,0.21616116519894138,0.07819862844582437,0.815646279584673,45512,1.9610339669193388
0.07998212689901701,0.2811621608802515,0.1823215339163882,0.21401278035982643,0.1294193316245588,0.8288137553853713,45513,1.9297244694252398
0.10058372787253056,0.27373972759386944,0.17431081126551187,0.19514194860124287,0.13262054710627194,0.8345346436904086,45514,1.9060733547310782
0.09326638012965088,0.3229997799461714,0.1690057597562959,0.1946617226125423,0.15452108871139253,0.8350825666927733,45515,1.9641990204613686
0.09896093667166508,0.2990685549397048,0.23460303305907737,0.2322969756666435,0.15282392408476764,0.8108623833203725,45516,2.0609127834088743
0.10710776689921447,0.28999791430832256,0.2122557375633846,0.21424505594587565,0.1318826815623672,0.8335315353424972,45517,2.0032657475675375
0.09464150683989826,0.3066679283145931,0.36089673891357676,0.20953136879503761,0.08200645492547945,0.8270713681845232,45518,2.090346734768146
0.20361586581425722,0.2846569553662369,0.24311372149080882,0.23310054117794313,0.07960678071005818,0.8250205706613871,45519,2.102214976398635
0.1650500955411699,0.28252265703479656,0.19310330803170472,0.20440888463524612,0.052739767992706264,0.8289160290480316,45520,1.9311496269189012
0.06769504904237662,0.28098651379269257,0.3078421844371497,0.1524670031405951,0.04690689420833004,0.778931067756898,45521,1.787295715518637
0.05954048833924297,0.2928291427084922,0.3673276281851412,0.20209227816809786,0.05196623462770896,0.8044964636868083,45522,1.9803445138835891
0.11221099424852773,0.27800507066557173,0.24311372149080882,0.2042264784511835,0.05285976260321529,0.8124223944094835,45523,1.907064900319974
0.10755125489491082,0.27959671802058417,0.2661694943885439,0.22982045277127247,0.047635028962684206,0.816207791395363,45524,1.976801193204631
0.12028177651285839,0.27886986595545415,0.27201746339547667,0.17156721824685148,0.058729422477530546,0.7896331681804593,45525,1.8626661330154821
0.09067416594405239,0.2667305165868122,0.2838170085444763,0.19695039884858698,0.07212291628676032,0.8301494319370384,45526,1.9373948369963134
0.08446792479279466,0.29602849497334033,0.3803148215529815,0.16802330453344624,0.06782163795688012,0.8414741540753968,45527,2.006153642418286
0.1188336194315325,0.3358757012673894,0.4762787929623279,0.1771675501183698,0.06565290368308412,0.8148081441378361,45528,2.1657842617189096
0.08642197101609499,0.3011186789185508,0.4305766477091156,0.18029772488397897,0.06337256029573696,0.7992445084690738,45529,2.04132981617653
0.1432679460975588,0.28327722296093016,0.39016711633935736,0.2277457121138546,0.08154849945728185,0.7911613131167133,45530,2.144913522199551
0.09382650283961073,0.26600236934918803,0.37705217646318223,0.18220140515222485,0.09224735482826586,0.7932766376127168,45531,1.9868078513974132
0.1392626912031373,0.2809272069858849,0.3705586482320852,0.22311851273599906,0.1252981748500943,0.797948883141945,45532,2.1602326298851446
0.10882357900416473,0.24673175298405164,0.3418485470391566,0.23237777199525836,0.08386840806051124,0.8308387262260175,45533,2.0768665573044185
0.14518201759244895,0.23182118950160338,0.209497115513937,0.23337709988092817,0.09224466077830543,0.7987236836166449,45534,1.944222866764796
0.15326029481339923,0.2894172305522123,0.43747322555056345,0.22309837296599525,0.0717036856364744,0.7944776180818592,45535,2.192528800566499
0.08499786649920694,0.21477295602666038,0.295757447091424,0.16229112219846362,0.05398271365425373,0.8225088661891986,45536,1.796602093857671
0.11789081775950515,0.21940827734270252,0.2661694943885439,0.23371969362703507,0.06497554221134756,0.7980355018616807,45537,1.93391902081785
0.14416698582918422,0.22473785296882026,0.24596679005644684,0.27248223543305516,0.06530316846555931,0.8005072345760462,45538,2.025646502762167
0.11787868632707772,0.19501351067936373,0.15325740490455858,0.2364988438246635,0.061250301252277886,0.8388949028951577,45539,1.8392924937077626
0.11523349507751164,0.20453222146053252,0.209497115513937,0.26780767922003734,0.0670344739692405,0.7850021658764996,45540,1.9169148303377959
0.10385970354286217,0.2138816757844367,0.209497115513937,0.2708060012195075,0.06363860222293516,0.8164753558259594,45541,1.9489644553291454
0.10101848305601654,0.18993492254259117,0.1690057597562959,0.2522040954938982,0.05897094965107208,0.7919599536060193,45542,1.8152982595997913
0.1674555400591113,0.16181873409497838,0.18769789021279332,0.23127831774845073,0.061261722891640336,0.7925164590136421,45543,1.8333069817690668
0.10184745527463453,0.18892274445904897,0.19853810326151253,0.26704165604097785,0.05008796884339791,0.7903720496998191,45544,1.8638516336203685
0.12416309443592202,0.20360007634973765,0.1796441565126915,0.2856162231071022,0.04637032576115925,0.8046514237817481,45545,1.929661523055463
0.1265647490602978,0.18501238747391766,0.13009034867645883,0.2635961488420505,0.048746596526729344,0.8111223189462949,45546,1.8287286983677995
0.07985446189199538,0.19297472448034902,0.2067460825295384,0.2517511298039903,0.04768595749329249,0.8167047762331859,45547,1.8474682622363416
0.09062860395105363,0.18332500871274596,0.22336696140815995,0.22798252461755483,0.05288833698493643,0.8246303890889998,45548,1.8308043493810056
0.10656253642615685,0.17177994222925647,0.26035552538846396,0.2338019142413875,0.055121800868714155,0.7951131928712591,45549,1.8565368262666255
0.14522674546876774,0.15186177846587076,0.10993853583825088,0.22891342329281442,0.06614734661337607,0.8004419924027406,45550,1.731443245374635
0.1364192843527716,0.20046607744538103,0.25746116779101796,0.21709762004843972,0.054652612496984145,0.796146736971151,45551,1.8793411191541851
0.15972459176212525,0.1538984920926811,0.017125247549673407,0.23790461666938986,0.07495415318345129,0.8515200978302815,45552,1.7330318157569922
0.11944857251674668,0.21060703305473225,0.22057755971895673,0.20507482802564772,0.07979037959743762,0.8157929751412161,45553,1.8563661760803847
0.13463096943210057,0.17897867258282021,0.2040025969691556,0.2097807702315899,0.08936916062799782,0.7867995440443725,45554,1.8133424841196264
0.10449111556090712,0.21211970545246359,0.10496340183178857,0.2488081736457858,0.06598538211391389,0.7941279645343023,45555,1.7793039167849471
0.09117599338643756,0.22600755475800832,0.2545751633283292,0.23905566200648168,0.07694814657036998,0.8012659827742445,45556,1.928084164830353
0.15879505510872802,0.2083886339287142,0.21779591715324198,0.2850129931656066,0.07100040835347111,0.8145002900825554,45557,2.040506290957924
0.14979105271631465,0.1631057271238284,0.15586496796351063,0.2419730884196101,0.052749608986178496,0.8083127732249604,45558,1.8137703068540127
0.09546726439004379,0.15398712288505462,0.20126661753354294,0.22238899533981502,0.05227107056619343,0.802454645902507,45559,1.7502247119569718
0.13965885689862842,0.22519597836283167,0.26035552538846396,0.2361892857243403,0.06262790979335245,0.7952905625799289,45560,1.955507404471886
0.1473798326960547,0.21425842939606363,0.20126661753354294,0.24433425438184828,0.046829313765920005,0.816387227238632,45561,1.9147899293939097
0.1355525767053917,0.18739146425316214,0.21779591715324198,0.22334196393984243,0.0487597697669057,0.7738011734139472,45562,1.8099848291723335
0.14485581375256823,0.21879802609291496,0.3017815607657794,0.24018459842953574,0.051202633135154066,0.7912898107954405,45563,1.9882970414009287
0.09765575130856631,0.22375502326475935,0.2867887784814648,0.1969056123681325,0.06888989527104351,0.7785292840440691,45564,1.8494299571061679
0.19481173751351244,0.21868674936490579,0.23743188884983066,0.23664802398240528,0.0786202767399494,0.7766624519669769,45565,1.9795091523999857
0.18321959541798682,0.18887695903380036,0.12248575027820834,0.22742349014376226,0.07822832201181647,0.8165043611770635,45566,1.8441619682064
0.1829269995531725,0.20784029738692214,0.15325740490455858,0.24092926010649487,0.07917317534803288,0.8379494079158778,45567,1.9430058053215535
0.17079269104253417,0.19947166067603944,0.17431081126551187,0.21828034123116088,0.06808358466306616,0.7912275088906031,45568,1.8404469390000764
0.17295494670764403,0.20470808360341933,0.19310330803170472,0.21625134767674362,0.06006852417913648,0.8058073466232849,45569,1.8691449044986768
