0.0001,8.01E-01,1
0.0002,7.12E-01,1
0.0003,7.41E-01,1
0.0004,7.84E-01,1
0.0005,7.99E-01,1
0.0006,8.58E-01,1
0.0007,8.81E-01,1
0.0008,9.15E-01,1
0.0009,9.22E-01,1
0.001,8.96E-01,1
0.0011,8.32E-01,1
0.0012,6.88E-01,1
0.0013,5.83E-01,1
0.0014,5.74E-01,1
0.0015,6.82E-01,1
0.0016,7.34E-01,1
0.0017,6.36E-01,1
0.0018,6.08E-01,1
0.0019,5.76E-01,1
0.002,6.72E-01,1
0.0021,6.85E-01,1
0.0022,7.42E-01,1
0.0023,8.29E-01,1
0.0024,8.35E-01,1
0.0025,8.07E-01,1
0.0026,7.63E-01,1
0.0027,7.85E-01,1
0.0028,7.90E-01,1
0.0029,7.67E-01,1
0.003,7.49E-01,1
0.0031,7.40E-01,1
0.0032,7.46E-01,1
0.0033,7.26E-01,1
0.0034,7.02E-01,1
0.0035,6.86E-01,1
0.0036,7.02E-01,1
0.0037,7.33E-01,1
0.0038,8.32E-01,1
0.0039,8.77E-01,1
0.004,9.31E-01,1
0.0041,9.52E-01,1
0.0042,9.58E-01,1
0.0043,9.70E-01,1
0.0044,9.79E-01,1
0.0045,9.49E-01,1
0.0046,8.86E-01,1
0.0047,8.98E-01,1
0.0048,8.76E-01,1
0.0049,8.10E-01,1
0.005,7.00E-01,1
0.0051,7.26E-01,1
0.0052,7.36E-01,1
0.0053,7.58E-01,1
0.0054,7.62E-01,1
0.0055,7.70E-01,1
0.0056,8.10E-01,1
0.0057,7.68E-01,1
0.0058,7.13E-01,1
0.0059,6.41E-01,1
0.006,6.03E-01,1
0.0061,6.37E-01,1
0.0062,6.46E-01,1
0.0063,6.37E-01,1
0.0064,6.47E-01,1
0.0065,6.67E-01,1
0.0066,6.60E-01,1
0.0067,6.69E-01,1
0.0068,7.21E-01,1
0.0069,7.32E-01,1
0.007,7.15E-01,1
0.0071,6.79E-01,1
0.0072,6.89E-01,1
0.0073,7.70E-01,1
0.0074,8.26E-01,1
0.0075,8.48E-01,1
0.0076,8.36E-01,1
0.0077,8.08E-01,1
0.0078,7.50E-01,1
0.0079,7.12E-01,1
0.008,7.85E-01,1
0.0081,8.43E-01,1
0.0082,8.87E-01,1
0.0083,9.03E-01,1
0.0084,8.97E-01,1
0.0085,8.48E-01,1
0.0086,7.86E-01,1
0.0087,7.72E-01,1
0.0088,7.85E-01,1
0.0089,8.07E-01,1
0.009,7.77E-01,1
0.0091,7.56E-01,1
0.0092,7.36E-01,1
0.0093,7.29E-01,1
0.0094,6.97E-01,1
0.0095,6.81E-01,1
0.0096,6.47E-01,1
0.0097,6.52E-01,1
0.0098,6.58E-01,1
0.0099,6.76E-01,1
0.01,6.91E-01,1
0.0101,6.62E-01,1
0.0102,7.01E-01,1
0.0103,7.35E-01,1
0.0104,7.71E-01,1
0.0105,8.10E-01,1
0.0106,8.13E-01,1
0.0107,8.21E-01,1
0.0108,7.80E-01,1
0.0109,7.26E-01,1
0.011,6.62E-01,1
0.0111,6.53E-01,1
0.0112,7.02E-01,1
0.0113,7.46E-01,1
0.0114,7.92E-01,1
0.0115,8.15E-01,1
0.0116,8.49E-01,1
0.0117,8.25E-01,1
0.0118,8.13E-01,1
0.0119,8.08E-01,1
0.012,8.43E-01,1
0.0121,8.83E-01,1
0.0122,8.61E-01,1
0.0123,7.92E-01,1
0.0124,7.64E-01,1
0.0125,7.60E-01,1
0.0126,7.94E-01,1
0.0127,7.89E-01,1
0.0128,7.63E-01,1
0.0129,7.42E-01,1
0.013,7.43E-01,1
0.0131,7.55E-01,1
0.0132,7.95E-01,1
0.0133,7.75E-01,1
0.0134,7.54E-01,1
0.0135,7.53E-01,1
0.0136,8.01E-01,1
0.0137,8.18E-01,1
0.0138,8.24E-01,1
0.0139,8.31E-01,1
0.014,8.22E-01,1
0.0141,8.15E-01,1
0.0142,7.47E-01,1
0.0143,6.98E-01,1
0.0144,7.21E-01,1
0.0145,8.03E-01,1
0.0146,8.27E-01,1
0.0147,8.02E-01,1
0.0148,7.60E-01,1
0.0149,6.37E-01,1
0.015,5.78E-01,1
0.0151,5.72E-01,1
0.0152,6.42E-01,1
0.0153,6.61E-01,1
0.0154,6.41E-01,1
0.0155,6.91E-01,1
0.0156,7.45E-01,1
0.0157,7.89E-01,1
0.0158,7.78E-01,1
0.0159,7.88E-01,1
0.016,8.23E-01,1
0.0161,8.84E-01,1
0.0162,9.00E-01,1
0.0163,8.87E-01,1
0.0164,8.41E-01,1
0.0165,6.99E-01,1
0.0166,6.64E-01,1
0.0167,7.15E-01,1
0.0168,7.86E-01,1
0.0169,8.04E-01,1
0.017,7.34E-01,1
0.0171,6.68E-01,1
0.0172,6.89E-01,1
0.0173,7.52E-01,1
0.0174,7.64E-01,1
0.0175,7.53E-01,1
0.0176,7.72E-01,1
0.0177,8.58E-01,1
0.0178,8.93E-01,1
0.0179,8.95E-01,1
0.018,8.37E-01,1
0.0181,7.45E-01,1
0.0182,6.81E-01,1
0.0183,7.54E-01,1
0.0184,8.04E-01,1
0.0185,8.00E-01,1
0.0186,7.09E-01,1
0.0187,6.19E-01,1
0.0188,7.10E-01,1
0.0189,7.34E-01,1
0.019,8.28E-01,1
0.0191,8.42E-01,1
0.0192,8.63E-01,1
0.0193,8.26E-01,1
0.0194,7.48E-01,1
0.0195,7.41E-01,1
0.0196,7.67E-01,1
0.0197,8.07E-01,1
0.0198,8.24E-01,1
0.0199,8.29E-01,1
0.02,8.15E-01,1
0.0201,7.58E-01,1
0.0202,7.32E-01,1
0.0203,7.64E-01,1
0.0204,8.39E-01,1
0.0205,8.68E-01,1
0.0206,8.66E-01,1
0.0207,8.18E-01,1
0.0208,7.50E-01,1
0.0209,6.86E-01,1
0.021,6.44E-01,1
0.0211,6.21E-01,1
0.0212,6.30E-01,1
0.0213,6.03E-01,1
0.0214,5.24E-01,1
0.0215,3.56E-01,0
0.0216,2.08E-01,0
0.0217,1.96E-01,0
0.0218,1.93E-01,0
0.0219,2.52E-01,0
0.022,3.32E-01,0
0.0221,4.04E-01,0
0.0222,5.08E-01,1
0.0223,6.23E-01,1
0.0224,7.17E-01,1
0.0225,7.82E-01,1
0.0226,7.58E-01,1
0.0227,7.28E-01,1
0.0228,7.30E-01,1
0.0229,6.89E-01,1
0.023,6.77E-01,1
0.0231,7.03E-01,1
0.0232,7.47E-01,1
0.0233,7.63E-01,1
0.0234,7.24E-01,1
0.0235,6.99E-01,1
0.0236,7.52E-01,1
0.0237,7.85E-01,1
0.0238,8.16E-01,1
0.0239,8.12E-01,1
0.024,7.97E-01,1
0.0241,8.18E-01,1
0.0242,8.10E-01,1
0.0243,8.06E-01,1
0.0244,8.13E-01,1
0.0245,7.91E-01,1
0.0246,7.61E-01,1
0.0247,7.09E-01,1
0.0248,6.72E-01,1
0.0249,7.24E-01,1
0.025,7.47E-01,1
0.0251,7.65E-01,1
0.0252,7.57E-01,1
0.0253,6.87E-01,1
0.0254,6.54E-01,1
0.0255,6.49E-01,1
0.0256,6.47E-01,1
0.0257,6.26E-01,1
0.0258,6.15E-01,1
0.0259,6.42E-01,1
0.026,7.52E-01,1
0.0261,8.17E-01,1
0.0262,8.82E-01,1
0.0263,9.09E-01,1
0.0264,8.93E-01,1
0.0265,8.25E-01,1
0.0266,7.15E-01,1
0.0267,7.10E-01,1
0.0268,7.30E-01,1
0.0269,7.62E-01,1
0.027,7.95E-01,1
0.0271,8.08E-01,1
0.0272,7.92E-01,1
0.0273,7.50E-01,1
0.0274,6.86E-01,1
0.0275,6.52E-01,1
0.0276,7.06E-01,1
0.0277,8.14E-01,1
0.0278,8.84E-01,1
0.0279,8.99E-01,1
0.028,8.70E-01,1
0.0281,7.67E-01,1
0.0282,6.66E-01,1
0.0283,6.50E-01,1
0.0284,7.13E-01,1
0.0285,7.85E-01,1
0.0286,8.08E-01,1
0.0287,8.37E-01,1
0.0288,8.66E-01,1
